"version","title","beginnerNotes","normalNotes","hyperNotes","anotherNotes","leggendariaNotes","normalNotesDP","hyperNotesDP","anotherNotesDP","leggendariaNotesDP","beginnerLevel","normalLevel","hyperLevel","anotherLevel","leggendariaLevel","normalLevelDP","hyperLevelDP","anotherLevelDP","leggendariaLevelDP"
"20","お米の美味しい炊き方、そしてお米を食べることによるその効果。","-","459","812","1122","1907","517","805","1085","1866","-","5","8","10","12","5","9","10","12"
"20","下弦の月","-","477","755","1000","-","471","729","984","-","-","5","7","9","-","5","7","9","-"
"20","狂イ咲ケ焔ノ華","-","621","1269","1860","-","656","1316","1894","-","-","6","10","12","-","6","10","12","-"
"20","キャトられ♥恋はモ～モク","-","751","1359","1988","-","795","1388","2120","-","-","6","10","12","-","6","10","12","-"
"20","メイメツ、フラグメンツ","-","329","661","984","-","357","588","1059","-","-","4","8","10","-","4","7","11","-"
"20","†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT)","123","279","858","1835","-","278","973","2084","-","1","3","9","12","-","3","9","12","-"
"20","朧","104","395","758","1060","1280","413","759","1082","1257","1","4","7","10","11","4","7","10","11"
"20","音楽","-","453","1038","1487","-","500","949","1369","-","-","5","10","12","-","5","10","12","-"
"20","ラキラキ","-","332","749","1001","-","343","758","1016","-","-","4","8","10","-","4","8","10","-"
"20","シュレーディンガーの猫","-","580","1231","1717","-","614","1198","1685","-","-","6","10","12","-","7","10","12","-"
"20","即席！脳直★ミュージックシステム","-","529","1032","1838","-","543","1056","1735","-","-","6","10","12","-","6","9","12","-"
"20","たまゆら","-","600","960","1407","-","602","1159","1441","-","-","7","10","12","-","6","10","12","-"
"20","仮想空間の旅人たち","-","587","1121","1450","1943","570","1032","1549","1817","-","5","9","11","12","5","8","11","12"
"20","トリカゴノ鳳凰","-","586","1057","1932","-","579","1138","1709","-","-","6","9","12","-","6","9","12","-"
"20","梅雪夜","-","445","759","1081","-","425","771","1108","-","-","5","7","10","-","5","8","10","-"
"21","Adularia","100","540","972","1449","-","524","946","1382","-","1","6","10","12","-","6","10","12","-"
"21","ALBA -黎明-","-","330","787","1631","-","398","820","1600","-","-","5","8","11","-","4","8","11","-"
"21","Ancient Scapes","-","602","1073","1780","2198","637","1254","1931","2285","-","6","10","12","12","6","10","12","12"
"21","BLUE DRAGON(雷龍RemixIIDX)","-","769","1159","1727","-","675","1033","1373","-","-","7","10","12","-","7","10","11","-"
"21","BRAINSTORM","-","386","1032","1449","-","633","1204","1495","-","-","4","10","11","-","6","10","12","-"
"21","BRAVE OUT","-","528","773","1091","-","520","912","1264","-","-","5","8","10","-","5","9","11","-"
"21","Claiomh Solais","-","173","723","1052","-","265","843","1175","-","-","2","6","9","-","2","8","10","-"
"21","Cleopatrysm","-","416","753","1326","-","381","732","1199","-","-","4","8","11","-","4","9","11","-"
"21","Close the World feat.a☆ru","-","578","1075","1739","1983","433","912","1610","1851","-","5","10","12","12","5","9","12","12"
"21","Critical Crystal","112","565","946","1495","-","574","975","1429","-","1","6","8","11","-","6","9","11","-"
"21","Dark Fall","-","450","844","1416","-","604","941","1264","-","-","5","8","11","-","5","9","11","-"
"21","DARK LEGACY","-","675","1077","1828","-","894","1127","1853","-","-","6","9","12","-","7","9","12","-"
"21","Devilz Sacrifice -贖罪の羊-","-","489","927","1265","-","497","922","1224","-","-","5","9","11","-","6","9","11","-"
"21","diagram","-","318","660","1461","-","400","636","1419","-","-","3","7","11","-","4","7","11","-"
"21","Elektrick U-Phoria","-","593","1004","1566","-","654","1048","1763","-","-","6","9","11","-","5","8","12","-"
"21","Element of SPADA","-","355","686","1047","-","355","686","1217","-","-","3","7","9","-","3","6","9","-"
"21","Engraved Mark","-","413","700","1222","-","430","713","1209","-","-","4","8","11","-","4","8","11","-"
"21","EXTREME MACH COLLIDER","-","527","763","1305","-","485","852","1007","-","-","5","8","11","-","5","9","10","-"
"21","Feel The Beat","-","689","1129","1830","2225","578","1049","1628","1879","-","7","10","12","12","6","9","11","12"
"21","Funny shuffle","-","309","590","1199","-","308","639","1312","-","-","3","6","11","-","4","7","11","-"
"21","HYENA","-","608","1026","1434","-","531","943","1433","-","-","6","9","11","-","5","8","11","-"
"21","Hypersonik","-","521","878","1272","-","544","897","1252","-","-","5","8","10","-","5","8","11","-"
"21","I will be back -オレは帰ってきた-","-","516","1012","1492","-","544","1086","1512","-","-","6","9","11","-","6","10","12","-"
"21","Idola","-","621","1181","1826","-","655","1237","1873","-","-","6","10","12","-","6","10","12","-"
"21","Insane Techniques","-","378","672","1263","-","385","812","1251","-","-","4","7","11","-","4","8","10","-"
"21","INSOMNIA","-","407","938","1661","-","443","991","1722","-","-","4","8","12","-","4","8","12","-"
"21","into the battlefield","-","374","734","1193","-","420","760","1184","-","-","4","8","10","-","5","7","10","-"
"21","invoker","-","569","1009","1624","1851","579","1242","1659","1773","-","5","9","12","12","6","10","12","12"
"21","KAISER PHOENIX","-","679","1194","1693","2026","687","1224","1473","2058","-","7","10","12","12","6","10","11","12"
"21","KHAMEN BREAK","-","298","723","1281","-","304","692","1154","-","-","3","7","11","-","3","8","10","-"
"21","Last Dance","-","615","1040","1650","-","614","1137","1678","-","-","6","10","12","-","6","10","12","-"
"21","Lighting Shower","-","418","694","1220","-","383","686","1288","-","-","4","7","11","-","4","7","11","-"
"21","M.D.Injection","-","301","626","1231","-","412","691","1259","-","-","3","6","10","-","5","8","11","-"
"21","m1dy Deluxe","-","598","951","1342","-","627","931","1332","-","-","6","9","11","-","6","9","11","-"
"21","MAD ATTACK","-","348","683","991","-","383","719","1136","-","-","3","6","9","-","3","6","10","-"
"21","MAGIC & LOVE","-","517","942","1481","-","470","765","1628","-","-","5","9","11","-","4","8","11","-"
"21","Miracle 5ympho X","-","390","674","1325","-","446","978","1489","-","-","5","8","10","-","6","9","11","-"
"21","NPC World","-","522","826","1155","-","496","970","1174","-","-","5","8","10","-","5","9","10","-"
"21","Odin","-","408","721","1039","-","438","709","1140","-","-","4","7","10","-","5","7","10","-"
"21","Overload Frontier","-","404","954","1336","-","522","1006","1249","-","-","5","8","11","-","6","9","11","-"
"21","Pharaoh","-","331","727","1242","-","338","634","794","-","-","3","8","11","-","3","8","9","-"
"21","PUNISHER","-","583","1081","1812","-","594","1107","1830","-","-","5","9","12","-","5","9","12","-"
"21","ra'am","-","653","1003","1461","-","722","1067","1500","-","-","8","10","12","-","7","10","12","-"
"21","rainbow guitar weeps","-","492","951","1406","-","610","998","1683","-","-","5","9","11","-","6","9","12","-"
"21","Recollection","-","597","883","1118","-","598","880","1104","-","-","5","7","9","-","6","7","8","-"
"21","refractive index","-","374","731","1360","-","405","761","1415","-","-","3","7","11","-","4","7","11","-"
"21","RISE","-","480","701","951","-","496","732","1038","-","-","5","8","10","-","5","8","10","-"
"21","RIZING YOU UP","-","537","1080","1295","-","780","1313","1680","-","-","6","9","10","-","8","10","12","-"
"21","SCHWARZSCHILD FIELD","-","472","840","1232","-","653","806","1143","-","-","6","9","11","-","7","9","11","-"
"21","Sigmund","-","806","1228","2029","2267","778","1341","2073","2255","-","7","10","12","12","7","10","12","12"
"21","Squeeze","-","432","745","1257","-","478","854","1250","-","-","5","8","11","-","5","8","11","-"
"21","THE DETONATOR","-","836","1284","1636","-","985","1156","1570","-","-","7","10","11","-","8","9","10","-"
"21","Unicorn tail","-","438","1046","1605","-","438","1050","1833","-","-","5","9","11","-","5","9","12","-"
"21","Valgus","-","330","685","1206","-","348","734","1212","-","-","4","7","11","-","4","7","11","-"
"21","Verflucht","-","647","1081","1805","2401","643","1094","1949","2093","-","6","10","12","12","7","10","12","12"
"21","VOX UP","-","754","1473","1870","-","726","1437","1855","-","-","8","11","12","-","7","11","12","-"
"21","Wonder Girl feat. Kanae Asaba","-","365","647","1414","-","432","673","1457","-","-","4","6","11","-","5","7","10","-"
"21","ÆTHER","-","514","833","1440","-","542","839","1385","-","-","5","8","11","-","5","8","11","-"
"21","牧神笛吹きて","-","377","721","1044","-","379","748","1026","-","-","4","8","11","-","4","8","11","-"
"21","アルストロメリア","109","495","804","1254","-","482","852","1296","-","1","5","8","10","-","5","8","10","-"
"21","バンブーソード・ガール","135","512","960","1261","-","502","994","1662","-","1","5","9","11","-","5","10","12","-"
"21","超!!遠距離らぶ♡メ～ル","-","292","790","1352","-","363","879","1450","-","-","3","7","10","-","4","7","11","-"
"21","煉獄のエルフェリア","-","698","1222","2000","-","725","1265","1945","-","-","7","10","12","-","7","10","12","-"
"21","幻想系世界修復少女","107","318","592","1010","-","339","664","1166","-","1","4","7","10","-","4","7","11","-"
"21","デッドボヲルdeホームラン","-","318","846","1417","-","388","989","1447","-","-","3","9","11","-","4","9","11","-"
"21","疾風迅雷","-","592","1078","1493","1824","556","1154","1670","1764","-","6","10","12","12","6","10","12","12"
"21","IX","-","658","1247","2007","-","694","1382","2097","-","-","6","11","12","-","6","11","12","-"
"21","お願いアインシュタイン","-","457","753","1066","-","437","736","1041","-","-","5","8","10","-","5","8","10","-"
"21","旋律のドグマ～Misérables～","-","629","1271","2002","-","691","1362","1974","-","-","6","10","12","-","6","10","12","-"
"21","轟け！恋のビーンボール！！","-","541","1012","1834","-","596","1116","1774","-","-","6","10","12","-","6","10","12","-"
"21","罪と罰","-","555","711","1096","-","672","896","1216","-","-","5","7","10","-","6","8","10","-"
"21","廿","-","485","890","1215","1731","485","938","1190","1782","-","5","8","10","12","5","8","10","12"
"21","海神","-","585","1084","1629","-","607","1145","1557","-","-","7","10","12","-","7","10","12","-"
"22","AFRO KNUCKLE","-","496","917","1226","-","446","920","1320","-","-","5","8","11","-","5","9","11","-"
"22","Beat Radiance","-","505","826","1335","1809","420","716","1354","1887","-","5","8","10","12","5","8","10","12"
"22","Beyond The Earth","-","668","1102","1646","-","748","1214","1494","-","-","5","10","11","-","6","9","11","-"
"22","Blaze it UP!","-","493","964","1501","-","564","1069","1613","-","-","5","8","11","-","5","8","11","-"
"22","BLUE MIRAGE","-","596","1091","1606","-","596","1092","1509","-","-","5","10","12","-","5","9","11","-"
"22","Broken Sword","-","658","1054","1887","-","513","1123","1911","-","-","7","10","12","-","6","9","12","-"
"22","Chain of pain","-","396","789","1130","-","610","939","1301","-","-","4","8","10","-","7","9","11","-"
"22","chrono diver -fragment-","-","347","590","900","1134","322","633","896","1114","-","3","6","9","10","3","6","9","10"
"22","CHRONO DIVER -NORNIR-","-","592","1124","1568","2233","625","1128","1582","2477","-","5","9","11","12","5","9","11","12"
"22","Chrono Diver -PENDULUMs-","281","722","1422","2222","-","722","1422","2222","-","3","7","11","12","-","7","11","12","-"
"22","Chronos","-","443","717","1205","1538","462","914","1356","1453","-","5","8","11","11","5","9","11","11"
"22","cinder","-","432","1037","1601","-","573","1139","1762","-","-","5","9","12","-","5","9","12","-"
"22","COLOSSEUM","-","295","627","1159","-","353","684","1184","-","-","4","7","11","-","4","8","10","-"
"22","Cosmic Cat","-","476","892","1166","1651","544","815","1147","1747","-","6","9","11","12","6","8","10","12"
"22","Despair of ELFERIA","-","642","1248","2096","-","723","1328","2155","-","-","7","10","12","-","7","10","12","-"
"22","Discloze","-","498","872","1365","-","497","966","1437","-","-","6","9","11","-","6","9","11","-"
"22","EBONY & IVORY","-","557","890","1520","1887","594","900","1575","1878","-","6","9","12","12","6","9","12","12"
"22","entelecheia","-","528","1106","1657","-","589","1094","1778","-","-","6","10","12","-","7","10","12","-"
"22","Erosion Mark","-","407","788","1096","-","433","798","1186","-","-","4","8","11","-","4","8","11","-"
"22","fallen leaves -IIDX edition-","-","603","1085","1745","-","629","967","1832","-","-","6","10","12","-","6","9","12","-"
"22","FANTASTIC THREE","-","698","1166","1649","-","682","1125","1794","-","-","7","10","12","-","7","10","12","-"
"22","Flashes","-","489","931","1691","-","596","1009","2090","-","-","6","9","12","-","6","9","12","-"
"22","Gravigazer","-","495","966","1533","-","511","912","1524","-","-","5","10","12","-","5","9","12","-"
"22","HELL SCAPER -Last Escape Remix-","-","494","911","1458","-","741","1177","1459","-","-","5","8","11","-","6","9","11","-"
"22","Hello Happiness","-","461","871","1198","-","421","715","1134","-","-","5","9","11","-","5","8","11","-"
"22","illuminate","-","316","817","1172","-","297","832","1250","-","-","3","8","10","-","3","9","11","-"
"22","IMPLANTATION","-","335","885","1163","-","502","807","1153","-","-","5","10","12","-","5","9","11","-"
"22","In The Breeze","-","336","601","896","-","416","630","996","-","-","4","7","9","-","5","8","10","-"
"22","Invitation from Mr.C","-","594","810","1405","-","637","833","1399","-","-","6","9","12","-","7","9","12","-"
"22","IXION","-","569","913","1086","-","621","911","1187","-","-","5","8","9","-","5","8","11","-"
"22","Line 4 Ruin","-","363","913","1402","-","612","827","1286","-","-","4","9","11","-","6","9","11","-"
"22","Monopole.","-","403","867","1729","-","433","982","1362","-","-","4","8","12","-","5","8","11","-"
"22","NEO GENERATOR SEVEN","-","469","974","1690","-","630","1129","1524","-","-","5","9","12","-","6","10","11","-"
"22","Night sky","-","599","972","1491","-","600","968","1672","-","-","6","9","11","-","6","9","12","-"
"22","No Tears","-","609","1082","1286","-","639","1028","1216","-","-","6","9","11","-","6","9","10","-"
"22","On My Wings(Hardstyle IIDX)","-","463","644","999","-","459","663","1073","-","-","5","7","10","-","5","7","10","-"
"22","PENDUAL TALISMAN","-","524","820","1314","-","446","992","1340","-","-","5","8","11","-","4","8","10","-"
"22","Rave*it!! Rave*it!!","-","517","863","1656","-","497","824","1433","-","-","6","9","12","-","6","9","12","-"
"22","Realize Maze","-","642","1054","1503","-","677","1152","1539","-","-","6","9","11","-","6","9","11","-"
"22","Reflux","-","402","822","1574","-","467","912","1693","-","-","5","9","12","-","6","9","12","-"
"22","Sakura Mirage","-","520","710","1190","-","520","731","1156","-","-","6","8","11","-","6","8","10","-"
"22","SAMSARA","-","432","731","1031","-","408","786","1087","-","-","4","7","10","-","4","7","10","-"
"22","Say YEEEAHH","-","610","952","1677","-","645","1219","1723","-","-","6","9","12","-","6","10","12","-"
"22","Scarlet Moon","-","542","998","1389","-","555","989","1438","-","-","6","9","11","-","6","9","11","-"
"22","Scars of FAUNA","-","435","871","1475","-","436","816","1424","-","-","5","8","11","-","5","8","11","-"
"22","Shooting Fireball","-","486","1181","1983","-","508","1148","1842","-","-","6","10","12","-","6","10","12","-"
"22","Sounds Of Summer","-","640","1080","1513","-","617","1006","1599","-","-","6","10","12","-","6","9","12","-"
"22","SpaceLand☆TOYBOX","-","552","900","1501","-","585","951","1528","-","-","6","9","12","-","6","9","12","-"
"22","Sweet Radar","-","338","689","1020","-","345","586","1000","-","-","4","7","10","-","4","6","10","-"
"22","Symmetry","-","586","1082","1659","-","535","1118","1681","-","-","6","10","12","-","6","9","11","-"
"22","TA・DA☆YO・SHI","-","579","849","1180","-","544","858","1145","-","-","5","8","10","-","5","8","10","-"
"22","The Least 100sec","-","414","762","1505","-","496","774","1369","-","-","5","9","12","-","6","9","12","-"
"22","TIEFSEE","-","653","1096","1752","-","630","1099","1767","-","-","6","9","12","-","6","9","12","-"
"22","TOXIC VIBRATION","-","831","1248","1933","-","872","1376","2134","-","-","7","10","12","-","7","10","12","-"
"22","Vulkan","-","527","1030","1518","-","582","1120","1618","-","-","5","9","11","-","5","9","11","-"
"22","We're so Happy (P*Light Remix) IIDX ver.","-","600","1187","1896","-","598","1197","1716","-","-","6","10","12","-","6","10","12","-"
"22","ZZ","102","667","1042","1541","-","665","1019","1647","-","1","6","10","12","-","6","10","12","-"
"22","妖隠し -あやかしかくし-","-","489","803","1103","-","535","822","1380","-","-","5","9","10","-","6","8","11","-"
"22","ベィスドロップ・フリークス","-","323","651","1143","-","424","626","1220","-","-","4","7","10","-","4","7","11","-"
"22","紅牡丹","249","544","929","1445","-","599","930","1291","-","3","6","9","12","-","6","9","11","-"
"22","打打打打打打打打打打","100","419","701","1342","-","479","770","1301","-","1","5","8","11","-","5","9","11","-"
"22","ドッキン☆サマーあばんちゅーる","-","531","907","1447","-","517","975","1452","-","-","5","8","11","-","6","9","11","-"
"22","表裏一体！？怪盗いいんちょの悩み♥","-","580","1127","1815","-","716","1322","2122","-","-","6","10","12","-","6","10","12","-"
"22","十六夜セツナ","-","521","823","1132","-","662","917","1235","-","-","5","7","10","-","6","8","10","-"
"22","時空トラベローグ","-","571","983","1395","-","546","975","1313","-","-","6","9","11","-","6","9","11","-"
"22","恋は白帯、サンシロー","-","377","664","1021","1395","409","635","955","1494","-","3","6","9","11","4","6","9","11"
"22","共鳴遊戯の華","-","669","1296","2000","-","654","1395","2054","-","-","7","10","12","-","7","10","12","-"
"22","リリーゼと炎龍レーヴァテイン","-","504","1186","1771","-","567","1264","1848","-","-","6","10","12","-","6","10","12","-"
"22","もっと！モット！ときめき feat. 松下","-","707","1061","1424","-","573","945","1266","-","-","6","9","11","-","6","9","11","-"
"22","夏色DIARY - L.E.D.-G STYLE MIX -","-","505","1031","1590","-","495","1135","1377","-","-","6","10","12","-","6","10","12","-"
"22","鬼天","-","519","889","1265","-","576","960","1467","-","-","6","9","11","-","6","10","12","-"
"22","パ→ピ→プ→Yeah!","190","527","814","1280","-","503","923","1348","-","2","6","9","11","-","6","9","11","-"
"22","ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！","-","453","756","1285","-","386","728","1243","-","-","5","7","11","-","4","7","10","-"
"22","千年ノ理","-","602","1008","1608","2183","680","931","1774","2190","-","6","9","12","12","6","9","12","12"
"22","白露の風","-","240","639","1018","-","223","555","951","-","-","2","6","9","-","2","6","9","-"
"22","少年は空を辿る","-","644","1081","1729","-","644","1092","1908","-","-","6","10","12","-","7","10","12","-"
"22","それは花火のような恋","354","649","1321","1976","-","664","1261","1930","-","3","6","10","12","-","7","10","12","-"
"22","#The_Relentless","-","611","1028","1479","-","592","929","1626","-","-","6","9","11","-","5","9","11","-"
"22","取り残された美術(Arranged:HiZuMi)","126","495","882","1111","-","393","745","1158","-","1","5","8","10","-","5","8","10","-"
"22","とろぴかる倶楽部","-","432","755","1154","-","559","890","1149","-","-","5","8","11","-","6","9","11","-"
"22","超青少年ノ為ノ超多幸ナ超古典的超舞曲","-","531","1028","1350","2110","529","973","1651","2257","-","6","9","11","12","6","8","12","12"
"22","Ｘ↑Ｘ↓","-","477","907","1485","-","559","1035","1658","-","-","5","8","11","-","5","9","12","-"
"23","Acid Pumper","-","348","812","1267","-","392","850","1221","-","-","4","9","11","-","5","9","11","-"
"23","Angelic Jelly","-","579","1058","1419","-","592","1019","1447","-","-","6","9","11","-","6","9","11","-"
"23","AO-1","-","643","999","1443","-","671","1087","1456","-","-","7","10","12","-","7","10","12","-"
"23","Arcana","-","613","893","1150","-","605","913","1172","-","-","6","8","10","-","6","8","10","-"
"23","Aublia","-","495","785","1299","-","513","836","1262","-","-","5","8","11","-","5","8","11","-"
"23","Battle Train -IIDX Edition-","-","454","1302","1687","-","714","1218","1949","-","-","4","10","11","-","6","9","12","-"
"23","Blue Spring Express","-","664","1087","1728","-","585","1013","1602","-","-","7","10","12","-","6","10","12","-"
"23","Central Station","-","527","803","1223","-","467","806","1285","-","-","5","8","10","-","4","8","10","-"
"23","chaos eater -IIDX edition-","-","604","887","1328","-","683","905","1442","-","-","5","9","11","-","7","9","12","-"
"23","CODE:1 [revision1.0.1]","-","497","887","1590","-","476","887","1685","-","-","5","9","12","-","5","9","12","-"
"23","Daily Lunch Special","-","549","1098","1494","-","554","1102","1622","-","-","6","9","11","-","6","9","11","-"
"23","Damage Per Second","-","447","718","1026","1153","415","705","1056","1238","-","4","7","9","10","4","7","10","11"
"23","Derelict Star feat. Ryu*","-","709","977","1336","-","622","1014","1378","-","-","6","9","11","-","6","10","11","-"
"23","Devil's Gear","-","548","1152","1793","-","573","1163","1782","-","-","6","10","12","-","6","10","12","-"
"23","DIAMOND CROSSING","-","509","917","1585","-","688","979","1681","-","-","7","10","12","-","7","10","12","-"
"23","do the thing feat. Kanae Asaba","-","321","777","1171","-","323","741","1251","-","-","3","8","10","-","3","8","10","-"
"23","Donkey Donk","-","611","892","1150","-","560","976","1154","-","-","6","9","10","-","6","9","11","-"
"23","Dynamite","276","611","1246","1953","-","775","1194","2084","-","3","7","10","12","-","8","10","12","-"
"23","Everlasting Last","-","427","836","1124","-","555","809","1237","-","-","4","8","10","-","5","8","10","-"
"23","Exchange Place","-","388","646","903","-","408","629","907","-","-","4","7","9","-","4","7","9","-"
"23","GENERATE feat.綾倉盟","-","573","892","1182","-","566","941","1234","-","-","5","8","10","-","5","8","10","-"
"23","Glitch Nerds","-","528","734","1149","-","518","956","1334","-","-","5","8","10","-","5","9","11","-"
"23","Go Faraway","-","520","766","1259","-","571","931","1363","-","-","5","7","10","-","5","9","11","-"
"23","GOBBLE","-","252","369","866","-","369","917","917","-","-","4","7","11","-","7","12","11","-"
"23","Godspeed","-","545","1002","1631","-","701","1112","1707","-","-","7","10","12","-","7","10","12","-"
"23","Grand Chariot","-","588","989","1775","-","620","1035","1866","-","-","7","10","12","-","7","10","12","-"
"23","Highcharge Divolt","-","456","889","1421","-","527","863","1431","-","-","6","10","12","-","6","10","12","-"
"23","Inner Spirit","-","446","985","1458","-","473","989","1550","-","-","5","9","11","-","5","8","11","-"
"23","Journey","-","351","639","950","1585","353","728","1010","1556","-","3","6","9","11","4","7","9","11"
"23","Konzert V","-","653","1181","1710","-","669","1132","1559","-","-","6","10","12","-","7","10","11","-"
"23","La dolce primavera","-","360","707","1098","-","367","753","1291","-","-","4","8","10","-","5","8","11","-"
"23","M4K3 1T B0UNC3","-","713","1082","1546","-","675","1062","1521","-","-","7","10","12","-","7","10","12","-"
"23","Musik LoverZ","-","539","722","1268","-","538","709","1155","-","-","5","7","10","-","5","7","10","-"
"23","NANAIRO","-","536","935","1308","-","485","1000","1271","-","-","5","9","10","-","5","9","10","-"
"23","Nightmare before oversleep","-","605","988","1500","-","665","975","1580","-","-","7","10","12","-","7","10","12","-"
"23","NINJA IS DEAD IIDX ver.","-","627","989","1520","-","622","954","1500","-","-","6","9","12","-","6","9","12","-"
"23","NO LIMIT -オレ達に限界は無い-","-","420","631","1148","-","393","623","1017","-","-","4","6","10","-","4","6","10","-"
"23","Nowhere","-","441","759","1100","-","488","818","1182","-","-","4","8","10","-","5","9","11","-"
"23","NZM","-","547","831","1783","-","550","1065","1782","-","-","6","9","12","-","6","10","12","-"
"23","On the FM","-","573","821","1419","-","627","814","1249","-","-","6","8","11","-","6","8","11","-"
"23","Outbreak","-","675","933","1523","-","658","914","1548","-","-","6","9","11","-","6","9","11","-"
"23","POSSESSION","272","701","1105","1521","-","708","1167","1711","-","3","7","10","12","-","7","10","12","-"
"23","quick master (reform version)","-","80","178","264","-","128","225","312","-","-","1","3","5","-","1","5","6","-"
"23","refrain","-","622","1208","1857","-","633","1094","1856","-","-","6","10","12","-","6","10","12","-"
"23","Rock It","-","590","859","1500","-","569","931","1556","-","-","5","8","11","-","5","9","11","-"
"23","Routing","-","482","860","1323","-","575","918","1285","-","-","6","9","11","-","7","9","11","-"
"23","SEITEN NO TERIYAKI","-","374","661","1163","-","375","624","1128","-","-","4","7","11","-","4","7","11","-"
"23","Sephirot","-","485","848","1193","-","483","842","1161","-","-","5","8","10","-","5","8","10","-"
"23","Set U Free feat. Kanae Asaba","-","478","812","1290","-","476","802","1433","-","-","4","8","10","-","4","8","11","-"
"23","SHELTER OF THE MIND","-","722","1020","1538","-","645","1037","1484","-","-","6","9","11","-","6","9","11","-"
"23","STARLiGHT","-","482","944","1413","-","535","954","1481","-","-","5","9","11","-","5","9","11","-"
"23","STARLIGHT DANCEHALL","-","648","939","1342","1712","705","1007","1435","1814","-","6","9","11","12","7","9","11","12"
"23","StrayedCatz","-","557","1052","1490","-","515","831","1376","-","-","6","10","12","-","6","9","12","-"
"23","Super Duper Racers","-","480","821","1199","-","499","830","1200","-","-","4","8","10","-","5","8","10","-"
"23","SURVIVOR","-","363","658","1014","-","494","703","1135","-","-","4","7","9","-","5","7","10","-"
"23","Tori-no-kimochi","-","133","662","1030","-","310","730","1030","-","-","1","6","10","-","3","7","11","-"
"23","Triple Counter","-","716","1145","2016","-","711","1193","1997","-","-","7","10","12","-","7","10","12","-"
"23","Uh-Oh","-","568","891","1228","-","580","808","1182","-","-","5","8","11","-","5","8","10","-"
"23","Violet Pulse","-","216","883","1252","-","212","923","1327","-","-","2","8","10","-","2","8","10","-"
"23","Violet Rose","-","642","1038","1333","-","654","1071","1384","-","-","7","9","11","-","7","10","11","-"
"23","Welcome","-","440","919","1357","1701","727","967","1326","1762","-","4","10","11","12","7","9","11","12"
"23","X","-","811","1277","1952","-","802","1377","2086","-","-","7","10","12","-","7","10","12","-"
"23","ZEPHYRANTHES","-","514","943","1499","1982","510","983","1599","1985","-","5","9","11","12","5","9","11","12"
"23","199024club -Re:BounceKiller-","-","360","873","1260","-","370","853","1210","-","-","5","10","12","-","5","10","12","-"
"23","少女アリスと箱庭幻想コンチェルト","-","390","761","1095","-","440","819","1259","-","-","5","8","10","-","5","9","11","-"
"23","オルタネイトβ","-","424","725","1137","-","388","701","1331","-","-","4","7","10","-","4","7","10","-"
"23","朝焼けから始まるボクらの小さな旅","-","490","882","1298","-","478","858","1369","-","-","5","9","11","-","5","9","11","-"
"23","紫陽花 -AZISAI-","212","655","1094","1490","-","675","1118","1496","-","2","7","10","12","-","7","10","12","-"
"23","駅猫のワルツ","-","601","1174","1558","-","515","1147","1635","-","-","6","10","12","-","6","10","12","-"
"23","ギョギョっと人魚♨爆婚ブライダル","-","418","743","1209","-","428","805","1164","-","-","4","8","10","-","4","8","10","-"
"23","か・し・ま・し☆PUMP UP！","-","607","966","1453","-","607","941","1501","-","-","6","9","11","-","6","9","11","-"
"23","量子の海のリントヴルム","-","468","919","1508","-","469","940","1407","-","-","6","9","11","-","6","10","11","-"
"23","明鏡止水","-","438","976","1443","-","416","862","1346","-","-","5","9","11","-","5","9","11","-"
"23","めいさいアイドル☆あいむちゃん♪","-","777","1202","1717","-","696","1248","1837","-","-","7","10","12","-","7","10","12","-"
"23","セロトニン","-","677","947","1194","-","676","948","1231","-","-","6","9","11","-","6","9","11","-"
"23","灼熱 Pt.2 Long Train Running","-","675","1093","1804","-","664","1031","1732","-","-","7","11","12","-","7","11","12","-"
"23","星屑ディスタンシア","-","353","619","1073","-","347","624","1000","-","-","4","6","10","-","4","6","10","-"
"23","追想快晴テーマパーク","-","615","1077","1589","-","638","1110","1573","-","-","6","10","11","-","6","10","11","-"
"23","シュッパツシンコウ・シサカンコ","-","568","904","1234","-","558","878","1365","-","-","5","8","10","-","5","8","10","-"
"23","真 地獄超特急 -HELL or HELL-","-","737","1123","1727","-","769","1175","1773","-","-","7","10","12","-","7","11","12","-"
"23","麗 ～うらら～","132","577","903","1329","-","603","1006","1363","-","1","5","9","11","-","6","10","11","-"
"24","Amazing Mirage","189","458","894","1343","1684","459","931","1413","1671","2","5","9","11","12","5","9","11","12"
"24","AO-∞","-","601","952","1375","-","534","872","1351","-","-","6","9","10","-","6","9","10","-"
"24","Apocalypse","-","588","1096","1814","-","580","1081","1953","-","-","5","9","12","-","5","9","12","-"
"24","Around The Galaxy","-","570","1080","1714","-","759","1398","1940","-","-","5","9","11","-","7","10","11","-"
"24","AsiaN distractive","-","606","911","1337","-","617","922","1385","-","-","5","8","11","-","6","9","11","-"
"24","BabeL ～Grand Story～","-","662","1097","1432","-","652","1079","1517","-","-","6","10","11","-","7","10","12","-"
"24","Be A Star","-","487","925","1413","-","518","897","1334","-","-","4","9","11","-","5","8","11","-"
"24","Beat Juggling Mix","-","531","837","1138","-","533","859","1171","-","-","6","9","11","-","6","9","11","-"
"24","Believe in you","-","604","955","1226","-","582","924","1251","-","-","5","8","10","-","6","8","10","-"
"24","Beyond The Seven","-","373","671","1375","-","472","733","1387","-","-","4","7","11","-","4","8","11","-"
